Source Name	Material Type	Characteristics[Organism]	Characteristics[Population]	Characteristics[CellType]	Characteristics[Observation]	Characteristics[Individual]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[INDIVIDUAL]	Factor Value[POPULATION]	Factor Value[SIGNAL]
NA21091	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21091	P-MTAB-13849	NA21091	total_RNA	P-MTAB-13850	NA21091	biotin	P-MTAB-13851	NA21091_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21091	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21091	HapMap GIH	HIGH
NA21091	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21091	P-MTAB-13849	NA21091	total_RNA	P-MTAB-13850	NA21091	biotin	P-MTAB-13851	NA21091_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21091	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21091	HapMap GIH	HIGH
NA21094	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21094	P-MTAB-13849	NA21094	total_RNA	P-MTAB-13850	NA21094	biotin	P-MTAB-13851	NA21094_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21094	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21094	HapMap GIH	HIGH
NA21094	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21094	P-MTAB-13849	NA21094	total_RNA	P-MTAB-13850	NA21094	biotin	P-MTAB-13851	NA21094_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21094	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21094	HapMap GIH	HIGH
NA21097	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21097	P-MTAB-13849	NA21097	total_RNA	P-MTAB-13850	NA21097	biotin	P-MTAB-13851	NA21097_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21097	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21097	HapMap GIH	HIGH
NA21097	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21097	P-MTAB-13849	NA21097	total_RNA	P-MTAB-13850	NA21097	biotin	P-MTAB-13851	NA21097_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21097	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21097	HapMap GIH	HIGH
NA21098	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21098	P-MTAB-13849	NA21098	total_RNA	P-MTAB-13850	NA21098	biotin	P-MTAB-13851	NA21098_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21098	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21098	HapMap GIH	HIGH
NA21098	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21098	P-MTAB-13849	NA21098	total_RNA	P-MTAB-13850	NA21098	biotin	P-MTAB-13851	NA21098_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21098	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21098	HapMap GIH	HIGH
NA21099	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21099	P-MTAB-13849	NA21099	total_RNA	P-MTAB-13850	NA21099	biotin	P-MTAB-13851	NA21099_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21099	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21099	HapMap GIH	HIGH
NA21099	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21099	P-MTAB-13849	NA21099	total_RNA	P-MTAB-13850	NA21099	biotin	P-MTAB-13851	NA21099_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21099	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21099	HapMap GIH	HIGH
NA21100	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21100	P-MTAB-13849	NA21100	total_RNA	P-MTAB-13850	NA21100	biotin	P-MTAB-13851	NA21100_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21100	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21100	HapMap GIH	HIGH
NA21100	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21100	P-MTAB-13849	NA21100	total_RNA	P-MTAB-13850	NA21100	biotin	P-MTAB-13851	NA21100_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21100	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21100	HapMap GIH	HIGH
NA21101	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21101	P-MTAB-13849	NA21101	total_RNA	P-MTAB-13850	NA21101	biotin	P-MTAB-13851	NA21101_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21101	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21101	HapMap GIH	HIGH
NA21101	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21101	P-MTAB-13849	NA21101	total_RNA	P-MTAB-13850	NA21101	biotin	P-MTAB-13851	NA21101_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21101	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21101	HapMap GIH	HIGH
NA21102	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21102	P-MTAB-13849	NA21102	total_RNA	P-MTAB-13850	NA21102	biotin	P-MTAB-13851	NA21102_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21102	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21102	HapMap GIH	HIGH
NA21102	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21102	P-MTAB-13849	NA21102	total_RNA	P-MTAB-13850	NA21102	biotin	P-MTAB-13851	NA21102_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21102	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21102	HapMap GIH	HIGH
NA21103	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21103	P-MTAB-13849	NA21103	total_RNA	P-MTAB-13850	NA21103	biotin	P-MTAB-13851	NA21103_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21103	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21103	HapMap GIH	HIGH
NA21103	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21103	P-MTAB-13849	NA21103	total_RNA	P-MTAB-13850	NA21103	biotin	P-MTAB-13851	NA21103_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21103	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21103	HapMap GIH	HIGH
NA21104	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21104	P-MTAB-13849	NA21104	total_RNA	P-MTAB-13850	NA21104	biotin	P-MTAB-13851	NA21104_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21104	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21104	HapMap GIH	HIGH
NA21104	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21104	P-MTAB-13849	NA21104	total_RNA	P-MTAB-13850	NA21104	biotin	P-MTAB-13851	NA21104_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21104	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21104	HapMap GIH	HIGH
NA21105	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21105	P-MTAB-13849	NA21105	total_RNA	P-MTAB-13850	NA21105	biotin	P-MTAB-13851	NA21105_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21105	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21105	HapMap GIH	HIGH
NA21105	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21105	P-MTAB-13849	NA21105	total_RNA	P-MTAB-13850	NA21105	biotin	P-MTAB-13851	NA21105_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21105	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21105	HapMap GIH	HIGH
NA21106	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21106	P-MTAB-13849	NA21106	total_RNA	P-MTAB-13850	NA21106	biotin	P-MTAB-13851	NA21106_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21106	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21106	HapMap GIH	HIGH
NA21106	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21106	P-MTAB-13849	NA21106	total_RNA	P-MTAB-13850	NA21106	biotin	P-MTAB-13851	NA21106_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21106	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21106	HapMap GIH	HIGH
NA21108	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21108	P-MTAB-13849	NA21108	total_RNA	P-MTAB-13850	NA21108	biotin	P-MTAB-13851	NA21108_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21108	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21108	HapMap GIH	HIGH
NA21108	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21108	P-MTAB-13849	NA21108	total_RNA	P-MTAB-13850	NA21108	biotin	P-MTAB-13851	NA21108_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21108	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21108	HapMap GIH	HIGH
NA21109	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21109	P-MTAB-13849	NA21109	total_RNA	P-MTAB-13850	NA21109	biotin	P-MTAB-13851	NA21109_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21109	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21109	HapMap GIH	HIGH
NA21109	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21109	P-MTAB-13849	NA21109	total_RNA	P-MTAB-13850	NA21109	biotin	P-MTAB-13851	NA21109_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21109	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21109	HapMap GIH	HIGH
NA21111	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21111	P-MTAB-13849	NA21111	total_RNA	P-MTAB-13850	NA21111	biotin	P-MTAB-13851	NA21111_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21111	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21111	HapMap GIH	HIGH
NA21111	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21111	P-MTAB-13849	NA21111	total_RNA	P-MTAB-13850	NA21111	biotin	P-MTAB-13851	NA21111_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21111	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21111	HapMap GIH	HIGH
NA21112	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21112	P-MTAB-13849	NA21112	total_RNA	P-MTAB-13850	NA21112	biotin	P-MTAB-13851	NA21112_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21112	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21112	HapMap GIH	HIGH
NA21112	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21112	P-MTAB-13849	NA21112	total_RNA	P-MTAB-13850	NA21112	biotin	P-MTAB-13851	NA21112_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21112	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21112	HapMap GIH	HIGH
NA21113	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21113	P-MTAB-13849	NA21113	total_RNA	P-MTAB-13850	NA21113	biotin	P-MTAB-13851	NA21113_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21113	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21113	HapMap GIH	HIGH
NA21113	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21113	P-MTAB-13849	NA21113	total_RNA	P-MTAB-13850	NA21113	biotin	P-MTAB-13851	NA21113_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21113	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21113	HapMap GIH	HIGH
NA21115	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21115	P-MTAB-13849	NA21115	total_RNA	P-MTAB-13850	NA21115	biotin	P-MTAB-13851	NA21115_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21115	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21115	HapMap GIH	HIGH
NA21115	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21115	P-MTAB-13849	NA21115	total_RNA	P-MTAB-13850	NA21115	biotin	P-MTAB-13851	NA21115_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21115	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21115	HapMap GIH	HIGH
NA21116	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21116	P-MTAB-13849	NA21116	total_RNA	P-MTAB-13850	NA21116	biotin	P-MTAB-13851	NA21116_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21116	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21116	HapMap GIH	HIGH
NA21116	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21116	P-MTAB-13849	NA21116	total_RNA	P-MTAB-13850	NA21116	biotin	P-MTAB-13851	NA21116_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21116	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21116	HapMap GIH	HIGH
NA21117	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21117	P-MTAB-13849	NA21117	total_RNA	P-MTAB-13850	NA21117	biotin	P-MTAB-13851	NA21117_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21117	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21117	HapMap GIH	HIGH
NA21117	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21117	P-MTAB-13849	NA21117	total_RNA	P-MTAB-13850	NA21117	biotin	P-MTAB-13851	NA21117_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21117	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21117	HapMap GIH	HIGH
NA21119	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21119	P-MTAB-13849	NA21119	total_RNA	P-MTAB-13850	NA21119	biotin	P-MTAB-13851	NA21119_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21119	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21119	HapMap GIH	HIGH
NA21119	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21119	P-MTAB-13849	NA21119	total_RNA	P-MTAB-13850	NA21119	biotin	P-MTAB-13851	NA21119_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21119	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21119	HapMap GIH	HIGH
NA21123	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21123	P-MTAB-13849	NA21123	total_RNA	P-MTAB-13850	NA21123	biotin	P-MTAB-13851	NA21123_1_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21123	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21123	HapMap GIH	HIGH
NA21123	cell	Homo sapiens	HapMap GIH	lymphoblastoid	asian	NA21123	P-MTAB-13849	NA21123	total_RNA	P-MTAB-13850	NA21123	biotin	P-MTAB-13851	NA21123_2_1	A-MEXP-930	P-MTAB-13852	GIH.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA21123	GIH_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21123	HapMap GIH	HIGH
